time,latitude,longitude,altitude
873,59.908869,10.513939,60.4
874,59.908901,10.513973,60.4
875,59.90891,10.513985,60.4
876,59.90894,10.514032,60.4
877,59.90895,10.51405,60.4
878,59.908976,10.514089,60.4
879,59.908983,10.514099,60.4
880,59.908997,10.514113,60.4
881,59.909015,10.514128,60.5
882,59.909041,10.514162,60.5
883,59.909046,10.514172,60.5
884,59.909057,10.51419,60.5
885,59.909065,10.514205,60.5
886,59.909071,10.514219,60.5
887,59.909077,10.514228,60.5
888,59.909082,10.514239,60.5
889,59.909085,10.514245,60.5
890,59.909086,10.514247,60.5
891,59.909088,10.514247,60.6
892,59.909087,10.51425,60.6
893,59.909082,10.514251,60.6
894,59.909082,10.514251,60.6
895,59.90908,10.514246,60.6
896,59.90908,10.514246,60.6
897,59.909083,10.514238,60.6
898,59.909083,10.514238,60.6
899,59.909083,10.514238,60.6
900,59.909083,10.514238,60.6
901,59.909093,10.514213,60.6
902,59.909094,10.51421,60.6
903,59.909094,10.51421,60.6
904,59.909098,10.51422,60.6
905,59.909098,10.514231,60.6
906,59.909098,10.514252,60.6
907,59.909098,10.514262,60.6
908,59.909098,10.514272,60.6
909,59.909099,10.514281,60.6
910,59.909099,10.514291,60.6
911,59.909099,10.514301,60.6
912,59.909099,10.514311,60.6
913,59.909099,10.514311,60.6
914,59.909099,10.514311,60.6
915,59.909099,10.514311,60.6
916,59.909099,10.514311,60.6
917,59.909097,10.514353,60.7
918,59.909097,10.514353,60.7
919,59.909097,10.514353,60.7
920,59.909099,10.514374,60.7
921,59.909099,10.514374,60.7
922,59.909101,10.514392,60.7
923,59.909106,10.514397,60.7
924,59.90911,10.514401,60.7
925,59.909115,10.514402,60.7
926,59.909122,10.514403,60.7
927,59.909131,10.5144,60.7
928,59.909136,10.514398,60.7
929,59.909139,10.514398,60.7
930,59.909146,10.514401,60.7
931,59.90916,10.5144,60.8
932,59.909175,10.514397,60.8
933,59.909189,10.514391,60.8
934,59.909211,10.514394,60.9
935,59.90922,10.514398,60.9
936,59.909229,10.514401,60.9
937,59.90924,10.514408,60.9
938,59.909251,10.514412,60.9
939,59.909261,10.514415,60.9
940,59.90927,10.514417,61.0
941,59.909277,10.514419,61.0
942,59.90928,10.514422,61.0
943,59.909281,10.51443,61.0
944,59.909281,10.51443,61.0
945,59.909281,10.51443,61.0
946,59.909281,10.51443,61.0
947,59.909281,10.51443,61.0
948,59.909281,10.51443,61.0
949,59.909281,10.51443,61.0
950,59.909281,10.51443,61.0
951,59.909281,10.51443,61.0
952,59.909285,10.514442,61.0
953,59.909283,10.514427,61.0
954,59.909276,10.514422,61.0
955,59.90927,10.514416,61.0
956,59.909263,10.514411,61.0
957,59.909257,10.514406,61.1
958,59.90925,10.514401,61.1
959,59.909222,10.514381,61.1
960,59.909213,10.514376,61.1
961,59.909196,10.514365,61.2
962,59.909183,10.514353,61.2
963,59.909171,10.514338,61.2
964,59.909162,10.514329,61.2
965,59.909156,10.51433,61.2
966,59.909153,10.514335,61.2
967,59.909153,10.514346,61.3
968,59.909156,10.514357,61.3
969,59.909156,10.514357,61.3
970,59.909156,10.514357,61.3
971,59.909156,10.514357,61.3
972,59.909156,10.514357,61.3
973,59.909156,10.514357,61.3
974,59.909156,10.514357,61.3
975,59.909156,10.514357,61.3
976,59.909156,10.514357,61.3
977,59.909156,10.514357,61.3
978,59.909156,10.514357,61.3
979,59.909156,10.514357,61.3
980,59.909156,10.514357,61.3
981,59.909156,10.514357,61.3
982,59.909156,10.514357,61.3
983,59.909156,10.514357,61.3
984,59.909156,10.514357,61.3
985,59.909156,10.514357,61.3
986,59.909156,10.514357,61.3
987,59.909156,10.514357,61.3
988,59.909157,10.51437,61.3
989,59.909157,10.51437,61.3
990,59.909157,10.51437,61.3
991,59.909157,10.51437,61.3
992,59.909157,10.51437,61.3
993,59.909157,10.51437,61.3
994,59.909157,10.51437,61.3
995,59.909157,10.51437,61.3
996,59.909157,10.51437,61.3
997,59.909161,10.514357,61.3
998,59.909161,10.514357,61.3
999,59.909161,10.514357,61.3
1000,59.909161,10.514357,61.3
1001,59.90916,10.514337,61.3
1002,59.90916,10.514337,61.3
1003,59.90916,10.514337,61.3
1004,59.90916,10.514337,61.3
1005,59.909155,10.514349,61.3
1006,59.909151,10.514357,61.3
1007,59.909147,10.514355,61.3
1008,59.909139,10.514359,61.3
1009,59.909132,10.514373,61.4
1010,59.909133,10.514413,61.4
1011,59.909134,10.514431,61.4
1012,59.909136,10.514448,61.4
1013,59.909147,10.514492,61.5
1014,59.909153,10.514511,61.5
1015,59.909159,10.514531,61.5
1016,59.909175,10.514579,61.5
1017,59.909197,10.514622,61.6
1018,59.909223,10.514667,61.6
1019,59.909248,10.514711,61.6
1020,59.909271,10.514749,61.7
1021,59.909293,10.514788,61.7
1022,59.909316,10.514833,61.8
1023,59.909348,10.514879,61.8
1024,59.909382,10.51494,61.9
1025,59.909418,10.515002,61.9
1026,59.909454,10.515065,61.9
1027,59.909486,10.515132,62.0
1028,59.909523,10.515194,62.0
1029,59.909554,10.515254,62.1
1030,59.909586,10.515306,62.1
1031,59.909618,10.515355,62.1
1032,59.909649,10.515396,62.2
1033,59.909678,10.515435,62.3
1034,59.90971,10.51548,62.4
1035,59.909741,10.515526,62.6
1036,59.909772,10.515566,62.7
1037,59.9098,10.515606,62.8
1038,59.909826,10.515646,63.0
1039,59.909849,10.515688,63.3
1040,59.909873,10.51573,63.7
1041,59.909895,10.515775,64.0
1042,59.909919,10.515815,64.3
1043,59.909946,10.51585,64.7
1044,59.909977,10.515885,65.1
1045,59.910008,10.515918,65.5
1046,59.910035,10.515947,65.8
1047,59.910063,10.515972,66.1
1048,59.910091,10.515996,66.4
1049,59.91012,10.516015,66.7
1050,59.910148,10.516031,67.0
1051,59.910177,10.516044,67.4
1052,59.910206,10.516049,67.7
1053,59.910239,10.516051,68.0
1054,59.910273,10.516052,68.4
1055,59.910305,10.516052,68.8
1056,59.910337,10.516054,69.2
1057,59.91037,10.516058,69.6
1058,59.910404,10.516065,70.0
1059,59.910437,10.516071,70.3
1060,59.910467,10.51608,70.7
1061,59.910496,10.516089,71.1
1062,59.910528,10.516095,71.5
1063,59.910559,10.516098,71.9
1064,59.910588,10.516099,72.3
1065,59.910628,10.516112,72.8
1066,59.910641,10.516119,73.0
1067,59.910676,10.516143,73.5
1068,59.910687,10.516151,73.7
1069,59.910723,10.516184,74.2
1070,59.910735,10.516194,74.4
1071,59.910771,10.516228,75.0
1072,59.910784,10.51624,75.2
1073,59.910808,10.516263,75.5
1074,59.910841,10.516297,76.0
1075,59.910853,10.516307,76.2
1076,59.910888,10.516344,76.7
1077,59.910899,10.516356,76.8
1078,59.910931,10.516394,77.3
1079,59.910942,10.516408,77.4
1080,59.910977,10.516442,77.9
1081,59.910989,10.516454,78.0
1082,59.91102,10.516498,78.4
1083,59.91103,10.516514,78.6
1084,59.91106,10.516555,79.0
1085,59.91107,10.516566,79.1
1086,59.911104,10.516604,79.5
1087,59.911115,10.516617,79.6
1088,59.91115,10.516652,80.0
1089,59.911162,10.516664,80.2
1090,59.911198,10.516696,80.6
1091,59.91121,10.516709,80.8
1092,59.911239,10.516754,81.2
1093,59.911248,10.516772,81.3
1094,59.911274,10.516823,81.7
1095,59.911281,10.516838,81.9
1096,59.911305,10.516895,82.3
1097,59.911313,10.516917,82.5
1098,59.911332,10.516984,82.9
1099,59.911337,10.517008,83.1
1100,59.911348,10.517074,83.5
1101,59.911351,10.517097,83.7
1102,59.911363,10.517168,84.1
1103,59.911367,10.517193,84.3
1104,59.911378,10.517245,84.5
1105,59.911389,10.517319,84.8
1106,59.911392,10.517343,84.9
1107,59.9114,10.517406,85.1
1108,59.911403,10.517426,85.2
1109,59.911414,10.517481,85.5
1110,59.911418,10.5175,85.6
1111,59.911431,10.517554,86.0
1112,59.911435,10.51757,86.1
1113,59.911449,10.517622,86.5
1114,59.911454,10.517642,86.6
1115,59.911469,10.517702,87.0
1116,59.911473,10.517723,87.2
1117,59.911487,10.517779,87.6
1118,59.911491,10.517796,87.7
1119,59.911502,10.517854,88.1
1120,59.911505,10.517875,88.2
1121,59.911517,10.517944,88.7
1122,59.911521,10.517967,88.9
1123,59.911539,10.518031,89.3
1124,59.911546,10.518052,89.5
1125,59.911566,10.518118,90.0
1126,59.911572,10.518144,90.2
1127,59.911588,10.518209,90.6
1128,59.911593,10.518229,90.7
1129,59.91161,10.518289,91.2
1130,59.911616,10.518311,91.3
1131,59.911632,10.518368,91.8
1132,59.911636,10.518385,91.9
1133,59.911649,10.518442,92.3
1134,59.911654,10.518463,92.5
1135,59.911669,10.518534,93.0
1136,59.911674,10.518557,93.2
1137,59.911687,10.518619,93.7
1138,59.911691,10.51864,93.9
1139,59.911705,10.518702,94.4
1140,59.911709,10.518722,94.5
1141,59.911725,10.518778,95.0
1142,59.91173,10.518797,95.2
1143,59.911746,10.518853,95.6
1144,59.911752,10.518873,95.8
1145,59.911768,10.518936,96.3
1146,59.911773,10.518957,96.5
1147,59.911787,10.519015,97.0
1148,59.911791,10.519032,97.2
1149,59.911807,10.519082,97.6
1150,59.911812,10.519101,97.8
1151,59.911825,10.519163,98.3
1152,59.911829,10.519185,98.5
1153,59.911843,10.519253,99.1
1154,59.911848,10.519275,99.3
1155,59.911861,10.519335,99.9
1156,59.911865,10.519355,100.0
1157,59.911878,10.519406,100.5
1158,59.911882,10.519424,100.7
1159,59.911895,10.519482,101.2
1160,59.911899,10.519501,101.3
1161,59.911912,10.519562,101.8
1162,59.911916,10.519584,102.0
1163,59.911929,10.519653,102.5
1164,59.911932,10.519678,102.7
1165,59.911944,10.519751,103.2
1166,59.911948,10.519776,103.3
1167,59.911958,10.519838,103.7
1168,59.91196,10.51986,103.8
1169,59.911969,10.519919,104.1
1170,59.911971,10.519941,104.2
1171,59.911978,10.520008,104.6
1172,59.91198,10.52003,104.7
1173,59.911991,10.520103,105.1
1174,59.911995,10.520128,105.2
1175,59.912004,10.520189,105.5
1176,59.912006,10.520205,105.6
1177,59.912009,10.520233,105.7
1178,59.912014,10.520259,105.8
1179,59.912038,10.520293,106.1
1180,59.912049,10.520302,106.3
1181,59.912088,10.52031,106.7
1182,59.912099,10.520311,106.8
1183,59.912118,10.520315,107.0
1184,59.912134,10.520319,107.2
1185,59.912149,10.520315,107.4
1186,59.912162,10.5203,107.9
1187,59.912175,10.520282,108.1
1188,59.912189,10.520263,108.3
1189,59.912206,10.520203,108.7
1190,59.91221,10.520179,108.9
1191,59.912215,10.520104,109.4
1192,59.912215,10.520076,109.5
1193,59.912217,10.520014,109.9
1194,59.912221,10.51996,110.3
1195,59.91223,10.519889,110.7
1196,59.912234,10.519864,111.0
1197,59.912246,10.519789,111.3
1198,59.91225,10.519764,111.4
1199,59.912269,10.519716,111.7
1200,59.912274,10.519699,111.8
1201,59.91229,10.519653,112.0
1202,59.912314,10.519597,112.3
1203,59.912321,10.519578,112.4
1204,59.912343,10.519529,112.7
1205,59.912351,10.519515,112.8
1206,59.912373,10.519474,113.0
1207,59.91238,10.519459,113.1
1208,59.912404,10.519418,113.4
1209,59.912411,10.519403,113.5
1210,59.912435,10.519362,113.7
1211,59.912443,10.519349,113.8
1212,59.912473,10.519304,114.3
1213,59.912484,10.519288,114.4
1214,59.912514,10.519267,114.8
1215,59.912524,10.51926,115.0
1216,59.912559,10.519236,115.4
1217,59.912571,10.519228,115.6
1218,59.912601,10.519215,116.0
1219,59.91261,10.519211,116.2
1220,59.912643,10.519201,116.6
1221,59.912654,10.519199,116.8
1222,59.91269,10.519195,117.3
1223,59.912701,10.519193,117.4
1224,59.912735,10.519188,117.9
1225,59.912747,10.519188,118.1
1226,59.912781,10.519204,118.6
1227,59.91279,10.519211,118.7
1228,59.912803,10.519232,118.9
1229,59.912811,10.519252,119.1
1230,59.912812,10.519275,119.2
1231,59.912809,10.519294,119.4
1232,59.912806,10.519315,119.5
1233,59.912815,10.519365,120.0
1234,59.91282,10.519382,120.0
1235,59.912844,10.519432,120.3
1236,59.91285,10.519447,120.3
1237,59.912855,10.519469,120.4
1238,59.91286,10.519489,120.5
1239,59.912865,10.51951,120.5
1240,59.912875,10.519547,120.7
1241,59.912879,10.519565,120.7
1242,59.912884,10.519582,120.8
1243,59.912893,10.519612,120.9
1244,59.912905,10.519639,121.0
1245,59.912915,10.519663,121.1
1246,59.912927,10.519688,121.2
1247,59.912951,10.519724,121.4
1248,59.912958,10.519735,121.5
1249,59.912985,10.519773,121.9
1250,59.912994,10.519788,122.0
1251,59.91302,10.519824,122.4
1252,59.913028,10.519835,122.6
1253,59.913052,10.519873,123.0
1254,59.91306,10.519889,123.1
1255,59.913084,10.519938,123.6
1256,59.913091,10.519954,123.7
1257,59.913121,10.51999,124.2
1258,59.913131,10.520001,124.4
1259,59.913164,10.520019,124.8
1260,59.913175,10.520025,125.0
1261,59.913207,10.520052,125.5
1262,59.913216,10.520062,125.6
1263,59.913247,10.520094,126.1
1264,59.913258,10.520106,126.3
1265,59.913282,10.520137,126.7
1266,59.913289,10.520148,126.8
1267,59.913303,10.520164,127.0
1268,59.913314,10.520175,127.2
1269,59.913345,10.520196,127.6
1270,59.913374,10.520227,128.1
1271,59.913403,10.520262,128.5
1272,59.913435,10.520293,129.0
1273,59.913468,10.520328,129.6
1274,59.9135,10.520363,130.1
1275,59.913533,10.520399,130.6
1276,59.913562,10.520431,131.0
1277,59.913589,10.520462,131.4
1278,59.913614,10.520495,131.8
1279,59.913637,10.52053,132.2
1280,59.91366,10.52056,132.5
1281,59.913689,10.520591,132.9
1282,59.913696,10.520598,133.0
1283,59.913704,10.520606,133.1
1284,59.913712,10.520612,133.2
1285,59.913717,10.520621,133.3
1286,59.913726,10.520637,133.5
1287,59.91374,10.520659,133.7
1288,59.913754,10.520679,133.7
1289,59.913779,10.520711,133.9
1290,59.913787,10.520726,133.9
1291,59.913812,10.520779,134.2
1292,59.913819,10.520796,134.3
1293,59.913829,10.520823,134.4
1294,59.913838,10.52085,134.5
1295,59.913849,10.520878,134.6
1296,59.91386,10.5209,134.7
1297,59.913872,10.520905,134.8
1298,59.913882,10.520905,134.8
1299,59.913895,10.520897,135.3
1300,59.913908,10.520888,135.4
1301,59.913919,10.520881,135.6
1302,59.913924,10.520879,135.7
1303,59.913924,10.520884,135.7
1304,59.913921,10.52089,135.8
1305,59.913925,10.5209,135.9
1306,59.913936,10.520901,136.1
1307,59.913952,10.520896,136.4
1308,59.913962,10.520893,136.6
1309,59.913966,10.520892,136.7
1310,59.913969,10.5209,136.8
1311,59.913967,10.520902,136.8
1312,59.913971,10.520899,136.9
1313,59.913976,10.520902,137.0
1314,59.913986,10.520907,137.2
1315,59.914004,10.520905,137.6
1316,59.914011,10.520903,137.7
1317,59.914019,10.520902,137.8
1318,59.914026,10.5209,138.0
1319,59.914059,10.52091,138.7
1320,59.914072,10.520916,138.9
1321,59.914104,10.520927,139.6
1322,59.914114,10.52093,139.8
1323,59.914146,10.520927,140.5
1324,59.914156,10.520925,140.7
1325,59.914174,10.520921,141.1
1326,59.914187,10.520914,141.4
1327,59.914214,10.520904,142.1
1328,59.914224,10.520899,142.3
1329,59.914256,10.520876,143.1
1330,59.914265,10.520866,143.3
1331,59.914293,10.520822,144.2
1332,59.914302,10.520806,144.5
1333,59.91433,10.52077,145.3
1334,59.914339,10.520762,145.6
1335,59.914353,10.520742,146.0
1336,59.914366,10.52072,146.4
1337,59.914375,10.520697,146.7
1338,59.914379,10.520671,147.1
1339,59.914377,10.520616,147.7
1340,59.914375,10.520597,147.9
1341,59.914372,10.520563,148.3
1342,59.914373,10.520541,148.5
1343,59.914371,10.520505,148.9
1344,59.914368,10.520486,149.1
1345,59.914365,10.520467,149.3
1346,59.914358,10.520434,149.6
1347,59.914353,10.520412,149.9
1348,59.914349,10.520368,150.3
1349,59.914349,10.520347,150.5
1350,59.914349,10.520326,150.7
1351,59.914352,10.52026,151.3
1352,59.914353,10.520235,151.5
1353,59.914357,10.520168,152.2
1354,59.914358,10.52015,152.3
1355,59.914369,10.520099,152.9
1356,59.914373,10.520076,153.1
1357,59.914389,10.520026,153.6
1358,59.914393,10.520008,153.8
1359,59.914406,10.519979,154.2
1360,59.91441,10.519946,154.5
1361,59.914408,10.519887,155.1
1362,59.914407,10.519866,155.4
1363,59.914408,10.519803,156.0
1364,59.914409,10.519787,156.1
1365,59.914411,10.519764,156.5
1366,59.914416,10.519735,156.6
1367,59.914425,10.519677,156.9
1368,59.914429,10.519655,157.0
1369,59.914429,10.519597,157.3
1370,59.914429,10.519583,157.4
1371,59.914428,10.519567,157.4
1372,59.914423,10.519551,157.5
1373,59.914425,10.519529,157.6
1374,59.914421,10.519492,157.8
1375,59.914422,10.519463,157.9
1376,59.914424,10.519445,158.0
1377,59.914429,10.519432,158.1
1378,59.914442,10.519416,158.2
1379,59.914447,10.51939,158.4
1380,59.914449,10.519363,158.5
1381,59.914453,10.519336,158.6
1382,59.914455,10.51931,158.7
1383,59.914461,10.519271,158.9
1384,59.914463,10.519251,159.0
1385,59.914465,10.519232,159.1
1386,59.914462,10.51917,163.1
1387,59.914461,10.519148,163.4
1388,59.914459,10.519114,163.7
1389,59.914461,10.519089,164.0
1390,59.914464,10.519067,164.3
1391,59.91447,10.519046,164.5
1392,59.914476,10.519029,164.8
1393,59.91448,10.519014,165.0
1394,59.91449,10.519005,165.2
1395,59.914501,10.518995,165.5
1396,59.914504,10.51897,165.8
1397,59.914513,10.518957,166.0
1398,59.914523,10.518943,166.3
1399,59.914535,10.518928,166.6
1400,59.914541,10.518916,166.8
1401,59.914551,10.518917,167.0
1402,59.914557,10.518906,167.2
1403,59.914562,10.518897,167.3
1404,59.914568,10.51889,167.5
1405,59.914571,10.518886,167.6
1406,59.914572,10.518876,167.7
1407,59.91458,10.518877,167.9
1408,59.914584,10.518887,168.0
1409,59.914589,10.518896,168.2
1410,59.914593,10.518905,168.3
1411,59.914598,10.518915,168.5
1412,59.914602,10.518924,168.6
1413,59.914624,10.518935,169.1
1414,59.914633,10.518936,169.3
1415,59.914642,10.518938,169.5
1416,59.914659,10.518946,169.9
1417,59.914676,10.518958,170.1
1418,59.914696,10.51897,170.4
1419,59.91471,10.518978,170.6
1420,59.914721,10.518982,170.7
1421,59.914731,10.518986,170.8
1422,59.914737,10.518992,170.9
1423,59.914747,10.519006,171.1
1424,59.914756,10.519022,171.2
1425,59.914765,10.519035,171.3
1426,59.914773,10.519047,171.4
1427,59.914785,10.519071,171.6
1428,59.9148,10.519095,171.8
1429,59.914813,10.51911,172.0
1430,59.914848,10.519122,172.4
1431,59.914861,10.519128,172.5
1432,59.914897,10.51914,172.8
1433,59.914909,10.519147,172.9
1434,59.914942,10.519164,173.2
1435,59.91495,10.51917,173.3
1436,59.914963,10.51918,173.4
1437,59.914976,10.519196,173.5
1438,59.914995,10.519242,173.7
1439,59.915001,10.51926,173.8
1440,59.915025,10.519302,174.1
1441,59.915033,10.519315,174.2
1442,59.915061,10.519338,174.5
1443,59.91507,10.519344,174.6
1444,59.915105,10.519358,174.9
1445,59.915115,10.519361,175.0
1446,59.915144,10.519368,175.4
1447,59.915152,10.519373,175.5
1448,59.915165,10.519399,175.7
1449,59.91517,10.519414,175.8
1450,59.915175,10.51943,175.9
1451,59.915183,10.519472,176.2
1452,59.915185,10.519493,176.3
1453,59.915188,10.519515,176.5
1454,59.9152,10.519538,176.7
1455,59.915213,10.519558,176.9
1456,59.915241,10.5196,177.7
1457,59.91525,10.519613,177.8
1458,59.915267,10.519629,178.0
1459,59.915281,10.519645,178.1
1460,59.915307,10.519675,178.4
1461,59.915315,10.519683,178.5
1462,59.915328,10.519692,178.7
1463,59.915338,10.519703,178.8
1464,59.915346,10.519715,178.9
1465,59.915351,10.519724,179.0
1466,59.91536,10.519732,179.1
1467,59.91537,10.519753,179.2
1468,59.915378,10.51978,179.4
1469,59.91539,10.519798,179.6
1470,59.915398,10.519816,179.7
1471,59.91541,10.519834,179.9
1472,59.915419,10.519847,180.0
1473,59.915425,10.519868,180.2
1474,59.915431,10.519888,180.3
1475,59.915436,10.519903,180.5
1476,59.915444,10.519917,180.6
1477,59.915454,10.519932,180.8
1478,59.915465,10.51995,181.0
1479,59.915479,10.519965,181.2
1480,59.915495,10.519968,181.4
1481,59.915511,10.519972,181.7
1482,59.915526,10.51998,181.9
1483,59.91554,10.519983,182.1
1484,59.915552,10.51999,182.3
1485,59.915559,10.519993,182.4
1486,59.915566,10.519988,182.5
1487,59.915571,10.519981,182.6
1488,59.915591,10.519978,182.9
1489,59.915602,10.519984,183.1
1490,59.915613,10.519989,183.2
1491,59.915644,10.52,183.7
1492,59.915655,10.519999,183.8
1493,59.915689,10.519993,184.3
1494,59.9157,10.519988,184.5
1495,59.915733,10.519972,185.0
1496,59.915743,10.519967,185.2
1497,59.915777,10.519948,185.7
1498,59.915787,10.519944,185.9
1499,59.915802,10.51994,186.1
1500,59.915819,10.519938,186.4
1501,59.91583,10.519939,186.5
1502,59.915837,10.519937,186.6
1503,59.915848,10.519933,186.8
1504,59.915877,10.519934,187.2
1505,59.915887,10.519933,187.4
1506,59.915902,10.519935,187.6
1507,59.915913,10.519946,187.8
1508,59.915937,10.519987,188.2
1509,59.915945,10.520006,188.4
1510,59.915967,10.520049,188.8
1511,59.915982,10.5201,189.1
1512,59.915993,10.52015,189.4
1513,59.916002,10.520221,189.8
1514,59.916005,10.520246,190.0
1515,59.916015,10.520296,190.2
1516,59.916027,10.520325,190.4
1517,59.916037,10.520335,190.5
1518,59.916059,10.520368,190.7
1519,59.916067,10.520381,190.8
1520,59.916083,10.520401,190.9
1521,59.916095,10.520423,191.1
1522,59.91611,10.520438,191.2
1523,59.91612,10.520453,191.3
1524,59.916137,10.520484,191.5
1525,59.916144,10.520494,191.6
1526,59.916152,10.520503,191.7
1527,59.916171,10.520516,191.8
1528,59.916185,10.520531,192.0
1529,59.9162,10.520558,192.2
1530,59.916208,10.520572,192.3
1531,59.916215,10.520585,192.4
1532,59.916228,10.520605,192.6
1533,59.916235,10.520634,192.7
1534,59.916243,10.520656,192.9
1535,59.91625,10.520668,193.0
1536,59.91626,10.520678,193.2
1537,59.91627,10.520696,193.3
1538,59.91627,10.520696,193.3
1539,59.916293,10.5207,193.6
1540,59.916307,10.520699,193.8
1541,59.916321,10.520696,194.0
1542,59.916335,10.520695,194.1
1543,59.916355,10.520695,194.4
1544,59.916382,10.520697,194.8
1545,59.91641,10.520698,195.1
1546,59.916438,10.520698,195.5
1547,59.91648,10.520705,196.0
1548,59.916495,10.520707,196.2
1549,59.916522,10.520716,196.5
1550,59.916563,10.520729,196.9
1551,59.916576,10.520735,197.0
1552,59.916602,10.520756,197.3
1553,59.91663,10.520774,197.5
1554,59.916659,10.520794,197.8
1555,59.916693,10.520823,198.1
1556,59.916704,10.520831,198.1
1557,59.916737,10.520872,198.5
1558,59.916747,10.520886,198.5
1559,59.916776,10.520909,198.8
1560,59.916786,10.520917,198.9
1561,59.916803,10.520938,199.0
1562,59.916818,10.520942,199.1
1563,59.916832,10.520941,199.2
1564,59.916845,10.520936,199.3
1565,59.916874,10.520926,199.5
1566,59.916885,10.520922,199.6
1567,59.916903,10.520914,199.7
1568,59.916916,10.520908,199.8
1569,59.916925,10.520907,199.9
1570,59.916934,10.520904,200.0
1571,59.916943,10.520907,200.1
1572,59.916955,10.520907,200.2
1573,59.916971,10.520906,200.3
1574,59.916986,10.520903,200.4
1575,59.916998,10.520892,200.5
1576,59.91701,10.520877,200.7
1577,59.917018,10.520853,200.8
1578,59.917026,10.520833,201.0
1579,59.917044,10.520813,205.3
1580,59.917067,10.520775,205.7
1581,59.917072,10.520762,205.8
1582,59.917077,10.520731,206.0
1583,59.917075,10.520705,206.2
1584,59.917065,10.520656,206.5
1585,59.91706,10.520636,206.7
1586,59.917053,10.520571,207.1
1587,59.917052,10.520553,207.3
1588,59.917055,10.520536,207.4
1589,59.917057,10.520526,207.5
1590,59.91706,10.520515,207.6
1591,59.917062,10.520501,207.7
1592,59.917075,10.520492,207.8
1593,59.917089,10.520478,208.1
1594,59.917107,10.520467,208.3
1595,59.917118,10.520448,208.5
1596,59.917114,10.520406,208.8
1597,59.917108,10.520383,209.0
1598,59.917102,10.520361,209.2
1599,59.917082,10.520315,209.6
1600,59.917075,10.520301,209.7
1601,59.917057,10.520252,210.1
1602,59.917052,10.520239,210.2
1603,59.917032,10.520193,210.5
1604,59.917025,10.520179,210.6
1605,59.917017,10.520151,210.8
1606,59.917007,10.520121,211.0
1607,59.916997,10.520098,211.1
1608,59.916984,10.520074,211.2
1609,59.916963,10.520036,211.3
1610,59.916956,10.520027,211.4
1611,59.916941,10.520007,211.4
1612,59.916929,10.51999,211.5
1613,59.916908,10.519948,211.5
1614,59.9169,10.519933,211.5
1615,59.916877,10.519881,211.5
1616,59.916868,10.519862,211.5
1617,59.916843,10.519809,211.5
1618,59.916836,10.519792,211.5
1619,59.916817,10.519739,211.5
1620,59.916809,10.519724,211.5
1621,59.916792,10.519663,211.6
1622,59.916784,10.519645,211.6
1623,59.916764,10.519597,211.7
1624,59.916758,10.519581,211.8
1625,59.916743,10.519524,211.9
1626,59.916737,10.519506,212.0
1627,59.916712,10.519451,212.2
1628,59.916702,10.519434,212.3
1629,59.916679,10.519396,212.5
1630,59.916672,10.519386,212.5
1631,59.91665,10.519353,212.8
1632,59.916642,10.519343,212.8
1633,59.916621,10.519302,213.1
1634,59.916615,10.519284,213.2
1635,59.916608,10.519217,213.5
1636,59.916606,10.519195,213.6
1637,59.916605,10.519136,213.9
1638,59.916605,10.519118,214.0
1639,59.916607,10.519081,215.2
1640,59.916611,10.519051,215.2
1641,59.916616,10.519034,215.3
1642,59.916619,10.519031,215.3
1643,59.916621,10.519032,215.3
1644,59.916626,10.519036,215.3
1645,59.916633,10.519046,215.5
1646,59.916639,10.519058,215.8
1647,59.916649,10.519076,216.2
1648,59.916659,10.519091,216.6
1649,59.916666,10.519098,216.8
1650,59.916669,10.519105,217.0
1651,59.916672,10.519112,217.1
1652,59.916676,10.519119,217.3
1653,59.916689,10.519138,217.8
1654,59.916704,10.519158,218.4
1655,59.916722,10.51917,219.0
1656,59.916737,10.519178,219.4
1657,59.916752,10.519177,219.9
1658,59.916767,10.519174,220.4
1659,59.916783,10.519173,220.8
1660,59.916812,10.519175,221.7
1661,59.916821,10.519176,222.0
1662,59.916839,10.519174,222.6
1663,59.916857,10.519172,223.1
1664,59.916895,10.519178,224.4
1665,59.916909,10.519182,224.8
1666,59.916942,10.519199,226.0
1667,59.916949,10.519204,226.3
1668,59.916967,10.519227,227.0
1669,59.916975,10.519239,227.4
1670,59.916984,10.51925,227.8
1671,59.916996,10.519254,228.2
1672,59.917008,10.519249,228.7
1673,59.917017,10.519241,229.0
1674,59.917023,10.519234,229.3
1675,59.917026,10.519226,229.5
1676,59.917028,10.519218,229.6
1677,59.917031,10.519205,229.9
1678,59.917034,10.519196,230.1
1679,59.917036,10.519191,230.2
1680,59.917042,10.519189,230.4
1681,59.91705,10.519187,230.7
1682,59.917061,10.519189,231.1
1683,59.917073,10.519184,231.5
1684,59.917082,10.519173,231.9
1685,59.917089,10.519162,232.2
1686,59.917096,10.519148,232.5
1687,59.917102,10.519147,232.7
1688,59.917106,10.519155,232.9
1689,59.91711,10.519165,233.1
1690,59.917116,10.519176,233.4
1691,59.917121,10.519189,233.7
1692,59.91713,10.519197,234.0
1693,59.917139,10.519206,234.4
1694,59.917149,10.519216,234.8
1695,59.917153,10.519229,235.1
1696,59.917154,10.519251,235.4
1697,59.917157,10.519266,235.7
1698,59.917163,10.519277,236.1
1699,59.917171,10.519292,236.5
1700,59.917179,10.519302,236.9
1701,59.917188,10.519304,237.2
1702,59.917196,10.519306,237.6
